cve,cwe,score,"('arbitrari', 'command')","('command', 'inject')","('inject', 'vulner')","('a', 'command')","('inject', 'in')","('execut', 'arbitrari')","('to', 'execut')","('sequel', 'is')","('sqlite', 'and')","('microsoft', 'sql')","('sql', 'server')","('arbitrari', 'code')"
CVE-2017-16152,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16154,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16155,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16156,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16157,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16158,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16159,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16160,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16161,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16162,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16163,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16164,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16165,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16166,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16167,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16168,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16169,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16170,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16171,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16172,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16173,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16174,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16175,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16176,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16177,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16178,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16179,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16180,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16181,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16182,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16183,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16184,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16185,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16186,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16187,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16188,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16189,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16190,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16191,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16192,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16193,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16194,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16195,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16196,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16197,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16198,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16199,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16200,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16201,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16202,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16203,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16204,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16205,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16206,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16207,NVD-CWE-noinfo,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16208,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16209,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16210,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16211,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16212,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16213,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16214,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16215,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16216,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16217,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16218,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16219,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16220,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16221,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16222,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16223,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16224,CWE-601,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16225,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-16226,CWE-20,1,0,0,0,0,0,0,0,0,0,0,0,1
CVE-2017-18214,CWE-400,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2017-5858,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-1000232,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10518,CWE-119,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10519,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10520,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10523,CWE-119,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10524,CWE-74,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10526,CWE-255,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10527,CWE-399,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10528,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10530,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10531,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10532,CWE-287,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10533,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10534,CWE-295,1,0,0,0,1,0,0,0,0,0,0,0,0
CVE-2016-10535,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10536,CWE-295,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10537,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10538,CWE-362,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10539,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10540,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10542,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10543,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10544,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10548,CWE-79,2,0,0,0,0,0,0,0,0,0,0,0,2
CVE-2016-10549,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10552,CWE-254,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10555,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10557,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10558,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10560,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10561,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10562,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10563,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10564,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10565,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10566,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10567,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10568,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10569,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10570,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10571,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10572,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10573,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10574,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10575,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10576,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10577,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10578,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10579,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10580,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10581,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10582,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10583,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10584,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10585,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10586,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10587,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10589,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10590,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10591,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10592,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10593,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10594,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10595,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10596,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10597,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10598,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10599,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10600,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10601,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10602,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10603,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10604,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10605,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10606,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10607,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10608,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10609,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10610,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10611,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10612,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10613,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10614,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10615,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10616,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10617,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10618,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10619,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10620,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10621,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10622,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10623,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10624,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10625,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10626,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10627,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10628,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10629,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10630,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10631,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10632,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10633,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10634,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10635,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10636,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10637,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10639,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10640,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10641,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10642,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10644,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10645,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10646,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10647,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10648,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10649,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10650,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10651,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10652,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10653,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10654,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10655,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10656,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10657,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10658,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10659,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10660,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10661,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10662,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10663,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10664,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10665,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10666,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10667,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10668,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10669,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10670,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10671,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10672,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10673,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10674,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10675,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10676,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10677,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10679,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10680,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10681,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10682,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10683,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10684,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10685,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10686,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10687,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10688,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10689,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10690,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10691,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10692,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10693,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10694,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10695,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10696,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10697,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-10698,CWE-310,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2016-4055,CWE-399,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-1164,NVD-CWE-Other,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-7565,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-8027,CWE-17,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-8315,CWE-399,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-8854,CWE-399,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-8855,CWE-399,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-8856,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-8857,CWE-254,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-8858,CWE-399,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-8862,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-9235,CWE-327,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-9236,CWE-200,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-9238,CWE-134,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-9239,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-9240,CWE-255,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-9241,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-9242,CWE-20,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2015-9243,CWE-254,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2014-0013,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2014-10064,CWE-399,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2014-10065,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2014-10068,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2014-3742,CWE-399,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2014-3744,CWE-22,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2014-7191,CWE-399,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2013-7379,CWE-287,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2013-7451,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2013-7452,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2013-7453,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
CVE-2013-7454,CWE-79,0,0,0,0,0,0,0,0,0,0,0,0,0
